,user_id,tweet_id,created_at,text
0,karpathy,1350540365913182209,2021-01-16 20:28:09,"@ArtirKel exactly, the book masquerades as a bio book but it's really about aliens :)"
1,karpathy,1350540136623161344,2021-01-16 20:27:15,"@nsthorat not for one pass of leisurely reading, that's for sure :)"
2,karpathy,1350535484280197120,2021-01-16 20:08:45,Nick Lane's books are So. Good. https://t.co/zyw0GYpmdu
3,karpathy,1350524380036513793,2021-01-16 19:24:38,@MCMarlow On FSD EAP builds whenever you drive by anything rare and hit the camera icon on the status bar you’re he… https://t.co/x5NBMQQR6R
4,karpathy,1350521778657869824,2021-01-16 19:14:18,@max_hodak Very cool! https://t.co/FnDld5jcM5
5,karpathy,1350521093493190658,2021-01-16 19:11:34,@jack_dahlgren 😂👌
6,karpathy,1350518189633937408,2021-01-16 19:00:02,Going through a phase of obsessively trying and evaluating all the flavors of Philz. Today’s “Silken Splendor” is a… https://t.co/cj9MSKZ6TC
7,karpathy,1350504398833680384,2021-01-16 18:05:14,"@brunoeducsant strange, up for me, can you confirm?"
8,karpathy,1350503355299205120,2021-01-16 18:01:05,"Because deep learning is so empirical, success in it is to a large extent proportional to raw experimental throughp… https://t.co/p6MjkfpkI2"
9,karpathy,1349169917463908353,2021-01-13 01:42:29,@NpPreacher @fodiographer Played the first few hours; I adore the Half Life series and grew up with it so I really… https://t.co/rEVa0H74kL
10,karpathy,1349096805170958339,2021-01-12 20:51:58,"@fodiographer yes I actually have a long history with VR, partly documented https://t.co/6NXEJf9Fvj it continues to… https://t.co/sFjNYdij7E"
11,karpathy,1348892592205824003,2021-01-12 07:20:29,"@langejanne Pretty sure I watched this one a few days ago, love the ambiance!"
12,karpathy,1348892328325353474,2021-01-12 07:19:26,"@banaszek_jarek +1 I've watched quite a lot of content from Devin, the channel is great, long time subscriber!"
13,karpathy,1348889687839047681,2021-01-12 07:08:57,"eg tonight this random walk around the markets of Cairo, Egypt has been a nice background track to some late night… https://t.co/YMUjJcXezR"
14,karpathy,1348887290286804994,2021-01-12 06:59:25,"Maybe it's because I am travel starved, but I am really getting into and enjoying a growing genre of 4K walking vid… https://t.co/kGqBFQZxhv"
15,karpathy,1347270989374058502,2021-01-07 19:56:49,"@HPaulshus @max_hodak @lcamtuf Oh I thought it was very confusing and did not have to be. I had to ""work for it"" -… https://t.co/S8V2KnBerZ"
16,karpathy,1346561124242657281,2021-01-05 20:56:04,"(the impressiveness of these are to be judged by how out of distribution a prompt/output is likely to be. E.g. ""a c… https://t.co/Odvw8nw9bT"
17,karpathy,1346558827643080705,2021-01-05 20:46:57,Impressive and surprising https://t.co/9QpeWbhQFU I use those words sparingly https://t.co/X0TC6h4fh2
18,karpathy,1346140557261688832,2021-01-04 17:04:53,Actually now that I think of it this barely even scratches the surface of the weirdness of inverted computers in a… https://t.co/1isXnkKIdD
19,karpathy,1346136298688397314,2021-01-04 16:47:58,@verytiredrobot I had the same reaction 😂🤦‍♂️
20,karpathy,1346134712817864708,2021-01-04 16:41:40,@mblondel_ml An inverted ImageNet classifier ConvNet is an excellent (class-conditioned) image generator 🤔. Where t… https://t.co/S7I6wqWF1V
21,karpathy,1345910145830699013,2021-01-04 01:49:19,@hardmaru arxiv-sanity was supposed to identify just the relevant papers. now the problem is there are also too many of those🤦‍♂️
